time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,entitlement_type,ofsted_inspection,number_of_2_year_olds,percentage_of_2_year_olds,number_of_3_4_year_olds,percentage_of_3_4_year_olds
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,15-hour entitlement,Matched Ofsted judgement,1573,100,10737,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,15-hour entitlement,Outstanding,287,18,2444,23
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,15-hour entitlement,Good,1190,76,7449,69
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,15-hour entitlement,Requires Improvement,95,6,640,6
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,15-hour entitlement,Inadequate,1,0,204,2
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,15-hour entitlement,No match,285,15,527,5
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,15-hour entitlement,Total,2494,z,13981,z
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,15-hour entitlement,Matched Ofsted judgement,2210,100,13480,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,15-hour entitlement,Outstanding,737,33,3276,24
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,15-hour entitlement,Good,1361,62,9320,69
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,15-hour entitlement,Requires Improvement,97,4,866,6
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,15-hour entitlement,Inadequate,15,1,18,0
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,15-hour entitlement,No match,284,11,501,4
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,15-hour entitlement,Total,1317,z,6638,z
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,15-hour entitlement,Matched Ofsted judgement,1242,100,6477,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,15-hour entitlement,Outstanding,406,33,1742,27
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,15-hour entitlement,Good,815,66,4053,63
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,15-hour entitlement,Requires Improvement,11,1,444,7
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,15-hour entitlement,Inadequate,10,1,238,4
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,15-hour entitlement,No match,75,6,161,2
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,15-hour entitlement,Total,835,z,5889,z
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,15-hour entitlement,Matched Ofsted judgement,587,100,5071,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,15-hour entitlement,Outstanding,90,15,981,19
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,15-hour entitlement,Good,488,83,3727,73
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,15-hour entitlement,Requires Improvement,8,1,314,6
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,15-hour entitlement,Inadequate,1,0,49,1
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,15-hour entitlement,No match,248,30,818,14
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,15-hour entitlement,Total,1077,z,6918,z
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,15-hour entitlement,Matched Ofsted judgement,888,100,6468,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,15-hour entitlement,Outstanding,224,25,1327,21
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,15-hour entitlement,Good,660,74,4305,67
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,15-hour entitlement,Requires Improvement,4,0,697,11
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,15-hour entitlement,Inadequate,0,0,139,2
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,15-hour entitlement,No match,189,18,450,7
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,15-hour entitlement,Total,848,z,5862,z
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,15-hour entitlement,Matched Ofsted judgement,708,100,5590,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,15-hour entitlement,Outstanding,120,17,1091,20
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,15-hour entitlement,Good,561,79,4333,78
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,15-hour entitlement,Requires Improvement,27,4,120,2
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,15-hour entitlement,Inadequate,0,0,46,1
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,15-hour entitlement,No match,140,17,272,5
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,15-hour entitlement,Total,599,z,3878,z
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,15-hour entitlement,Matched Ofsted judgement,487,100,3620,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,15-hour entitlement,Outstanding,114,23,723,20
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,15-hour entitlement,Good,373,77,2506,69
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,15-hour entitlement,Requires Improvement,0,0,391,11
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,15-hour entitlement,Inadequate,0,0,0,0
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,15-hour entitlement,No match,112,19,258,7
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,15-hour entitlement,Total,755,z,7099,z
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,15-hour entitlement,Matched Ofsted judgement,610,100,6077,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,15-hour entitlement,Outstanding,302,50,2104,35
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,15-hour entitlement,Good,307,50,3657,60
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,15-hour entitlement,Requires Improvement,0,0,176,3
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,15-hour entitlement,Inadequate,1,0,140,2
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,15-hour entitlement,No match,145,19,1022,14
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,15-hour entitlement,Total,942,z,5621,z
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,15-hour entitlement,Matched Ofsted judgement,887,100,5520,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,15-hour entitlement,Outstanding,122,14,718,13
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,15-hour entitlement,Good,753,85,4399,80
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,15-hour entitlement,Requires Improvement,12,1,361,7
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,15-hour entitlement,Inadequate,0,0,42,1
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,15-hour entitlement,No match,55,6,101,2
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,15-hour entitlement,Total,630,z,6148,z
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,15-hour entitlement,Matched Ofsted judgement,538,100,5617,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,15-hour entitlement,Outstanding,241,45,2809,50
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,15-hour entitlement,Good,297,55,2623,47
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,15-hour entitlement,Requires Improvement,0,0,113,2
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,15-hour entitlement,Inadequate,0,0,72,1
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,15-hour entitlement,No match,92,15,531,9
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,15-hour entitlement,Total,470,z,4862,z
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,15-hour entitlement,Matched Ofsted judgement,421,100,4350,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,15-hour entitlement,Outstanding,119,28,1221,28
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,15-hour entitlement,Good,300,71,3039,70
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,15-hour entitlement,Requires Improvement,2,0,90,2
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,15-hour entitlement,Inadequate,0,0,0,0
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,15-hour entitlement,No match,49,10,512,11
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,15-hour entitlement,Total,1040,z,6983,z
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,15-hour entitlement,Matched Ofsted judgement,681,100,5457,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,15-hour entitlement,Outstanding,157,23,1659,30
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,15-hour entitlement,Good,491,72,3584,66
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,15-hour entitlement,Requires Improvement,17,2,153,3
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,15-hour entitlement,Inadequate,16,2,61,1
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,15-hour entitlement,No match,359,35,1526,22
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,15-hour entitlement,Total,1036,z,7094,z
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,15-hour entitlement,Matched Ofsted judgement,995,100,6849,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,15-hour entitlement,Outstanding,134,13,1580,23
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,15-hour entitlement,Good,805,81,4725,69
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,15-hour entitlement,Requires Improvement,56,6,512,7
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,15-hour entitlement,Inadequate,0,0,32,0
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,15-hour entitlement,No match,41,4,245,3
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,15-hour entitlement,Total,839,z,5531,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,15-hour entitlement,Matched Ofsted judgement,618,100,5067,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,15-hour entitlement,Outstanding,171,28,1195,24
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,15-hour entitlement,Good,447,72,3046,60
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,15-hour entitlement,Requires Improvement,0,0,706,14
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,15-hour entitlement,Inadequate,0,0,120,2
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,15-hour entitlement,No match,221,26,464,8
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,15-hour entitlement,Total,2468,z,14970,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,15-hour entitlement,Matched Ofsted judgement,2306,100,14339,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,15-hour entitlement,Outstanding,776,34,2853,20
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,15-hour entitlement,Good,1486,64,9562,67
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,15-hour entitlement,Requires Improvement,41,2,1485,10
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,15-hour entitlement,Inadequate,3,0,439,3
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,15-hour entitlement,No match,162,7,631,4
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,15-hour entitlement,Total,752,z,5020,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,15-hour entitlement,Matched Ofsted judgement,550,100,4316,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,15-hour entitlement,Outstanding,162,29,1050,24
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,15-hour entitlement,Good,372,68,2571,60
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,15-hour entitlement,Requires Improvement,6,1,581,13
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,15-hour entitlement,Inadequate,10,2,114,3
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,15-hour entitlement,No match,202,27,704,14
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,15-hour entitlement,Total,1169,z,6941,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,15-hour entitlement,Matched Ofsted judgement,989,100,6529,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,15-hour entitlement,Outstanding,202,20,1121,17
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,15-hour entitlement,Good,763,77,4123,63
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,15-hour entitlement,Requires Improvement,24,2,1004,15
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,15-hour entitlement,Inadequate,0,0,281,4
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,15-hour entitlement,No match,180,15,412,6
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,15-hour entitlement,Total,662,z,6610,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,15-hour entitlement,Matched Ofsted judgement,558,100,6236,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,15-hour entitlement,Outstanding,125,22,1285,21
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,15-hour entitlement,Good,428,77,4571,73
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,15-hour entitlement,Requires Improvement,5,1,257,4
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,15-hour entitlement,Inadequate,0,0,123,2
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,15-hour entitlement,No match,104,16,374,6
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",15-hour entitlement,Total,1201,z,6388,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",15-hour entitlement,Matched Ofsted judgement,944,100,6165,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",15-hour entitlement,Outstanding,135,14,1245,20
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",15-hour entitlement,Good,746,79,4250,69
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",15-hour entitlement,Requires Improvement,49,5,539,9
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",15-hour entitlement,Inadequate,14,1,131,2
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",15-hour entitlement,No match,257,21,223,3
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,15-hour entitlement,Total,1473,z,10248,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,15-hour entitlement,Matched Ofsted judgement,1346,100,9720,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,15-hour entitlement,Outstanding,232,17,1789,18
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,15-hour entitlement,Good,1049,78,7022,72
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,15-hour entitlement,Requires Improvement,47,3,566,6
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,15-hour entitlement,Inadequate,18,1,343,4
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,15-hour entitlement,No match,127,9,528,5
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,15-hour entitlement,Total,2548,z,19784,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,15-hour entitlement,Matched Ofsted judgement,2206,100,18741,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,15-hour entitlement,Outstanding,391,18,3723,20
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,15-hour entitlement,Good,1784,81,12653,68
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,15-hour entitlement,Requires Improvement,12,1,1742,9
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,15-hour entitlement,Inadequate,19,1,623,3
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,15-hour entitlement,No match,342,13,1043,5
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,15-hour entitlement,Total,579,z,3726,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,15-hour entitlement,Matched Ofsted judgement,526,100,3559,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,15-hour entitlement,Outstanding,76,14,510,14
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,15-hour entitlement,Good,450,86,2655,75
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,15-hour entitlement,Requires Improvement,0,0,341,10
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,15-hour entitlement,Inadequate,0,0,53,1
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,15-hour entitlement,No match,53,9,167,4
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,15-hour entitlement,Total,441,z,3655,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,15-hour entitlement,Matched Ofsted judgement,390,100,3557,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,15-hour entitlement,Outstanding,73,19,730,21
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,15-hour entitlement,Good,317,81,2665,75
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,15-hour entitlement,Requires Improvement,0,0,162,5
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,15-hour entitlement,Inadequate,0,0,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,15-hour entitlement,No match,51,12,98,3
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,15-hour entitlement,Total,993,z,11998,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,15-hour entitlement,Matched Ofsted judgement,865,100,10834,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,15-hour entitlement,Outstanding,159,18,2003,18
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,15-hour entitlement,Good,680,79,7649,71
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,15-hour entitlement,Requires Improvement,10,1,726,7
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,15-hour entitlement,Inadequate,16,2,456,4
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,15-hour entitlement,No match,128,13,1164,10
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,15-hour entitlement,Total,960,z,6069,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,15-hour entitlement,Matched Ofsted judgement,877,100,5918,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,15-hour entitlement,Outstanding,206,23,1335,23
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,15-hour entitlement,Good,599,68,3567,60
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,15-hour entitlement,Requires Improvement,52,6,792,13
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,15-hour entitlement,Inadequate,20,2,224,4
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,15-hour entitlement,No match,83,9,151,2
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,15-hour entitlement,Total,1769,z,12673,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,15-hour entitlement,Matched Ofsted judgement,1666,100,12154,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,15-hour entitlement,Outstanding,280,17,2266,19
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,15-hour entitlement,Good,1283,77,8994,74
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,15-hour entitlement,Requires Improvement,95,6,888,7
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,15-hour entitlement,Inadequate,8,0,6,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,15-hour entitlement,No match,103,6,519,4
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,15-hour entitlement,Total,1158,z,8210,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,15-hour entitlement,Matched Ofsted judgement,1096,100,8005,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,15-hour entitlement,Outstanding,127,12,1438,18
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,15-hour entitlement,Good,920,84,5374,67
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,15-hour entitlement,Requires Improvement,49,4,1095,14
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,15-hour entitlement,Inadequate,0,0,98,1
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,15-hour entitlement,No match,62,5,205,2
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,15-hour entitlement,Total,306,z,3883,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,15-hour entitlement,Matched Ofsted judgement,245,100,3432,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,15-hour entitlement,Outstanding,43,18,820,24
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,15-hour entitlement,Good,200,82,2388,70
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,15-hour entitlement,Requires Improvement,1,0,187,5
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,15-hour entitlement,Inadequate,1,0,37,1
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,15-hour entitlement,No match,61,20,451,12
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,15-hour entitlement,Total,887,z,6385,z
