time_period,time_identifier,geographic_level,country_code,country_name,characteristic,characteristic_type,gender,number_of_pupils,elg_number,elg_percent,gld_number,gld_percent,point_score,average_point_score,gld_gap
201516,Academic year,National,E92000001,England, , ,Boys,342947,204700,60,213130,62,11401391,33.2,.
201516,Academic year,National,E92000001,England,Ethnicity: major group,White,Total,469032,322148,69,330195,70,16303801,34.8,1.1
201516,Academic year,National,E92000001,England,Ethnicity: major group,White,Girls,228070,175258,77,178009,78,8212916,36,1.2
201516,Academic year,National,E92000001,England,Ethnicity: major group,White,Boys,240962,146890,61,152186,63,8090885,33.6,1
201516,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Total,37862,26175,69,26853,71,1318133,34.8,1.6
201516,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Girls,18629,14348,77,14568,78,673187,36.1,1.4
201516,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Boys,19233,11827,61,12285,64,644946,33.5,1.7
201516,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Total,61999,40077,65,42119,68,2076007,33.5,-1.4
201516,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Girls,30330,21968,72,22790,75,1055448,34.8,-1.7
201516,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Boys,31669,18109,57,19329,61,1020559,32.2,-1.1
201516,Academic year,National,E92000001,England,Ethnicity: major group,Black,Total,30676,20258,66,20991,68,1031362,33.6,-0.9
201516,Academic year,National,E92000001,England,Ethnicity: major group,Black,Girls,15218,11344,75,11599,76,533921,35.1,-0.6
201516,Academic year,National,E92000001,England,Ethnicity: major group,Black,Boys,15458,8914,58,9392,61,497441,32.2,-1.4
201516,Academic year,National,E92000001,England,Ethnicity: major group,Chinese,Total,2928,1942,66,2034,69,100393,34.3,0.2
201516,Academic year,National,E92000001,England,Ethnicity: major group,Chinese,Girls,1388,1044,75,1067,77,49558,35.7,0.1
201516,Academic year,National,E92000001,England,Ethnicity: major group,Chinese,Boys,1540,898,58,967,63,50835,33,0.6
201516,Academic year,National,E92000001,England,Ethnicity: major group,Other,Total,10410,6079,58,6376,61,337810,32.5,-8
201516,Academic year,National,E92000001,England,Ethnicity: major group,Other,Girls,4939,3258,66,3369,68,166476,33.7,-8.6
201516,Academic year,National,E92000001,England,Ethnicity: major group,Other,Boys,5471,2821,52,3007,55,171334,31.3,-7.2
201516,Academic year,National,E92000001,England,Ethnicity: major group,unclassified,Total,56145,33813,60,35033,62,1882569,33.5,-6.9
201516,Academic year,National,E92000001,England,Ethnicity: major group,unclassified,Girls,27531,18572,67,19069,69,957178,34.8,-7.5
201516,Academic year,National,E92000001,England,Ethnicity: major group,unclassified,Boys,28614,15241,53,15964,56,925391,32.3,-6.4
201516,Academic year,National,E92000001,England,Ethnicity: minor group,White British,Total,422359,295098,70,302116,72,14783438,35,2.2
201516,Academic year,National,E92000001,England,Ethnicity: minor group,White British,Girls,205343,160303,78,162626,79,7444305,36.3,2.4
201516,Academic year,National,E92000001,England,Ethnicity: minor group,White British,Boys,217016,134795,62,139490,64,7339133,33.8,2.1
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Irish,Total,1598,1114,70,1136,71,56812,35.6,1.8
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Irish,Girls,736,565,77,570,77,26958,36.6,0.6
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Irish,Boys,862,549,64,566,66,29854,34.6,3.5
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Traveller of Irish heritage,Total,644,231,36,235,36,19078,29.6,-32.8
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Traveller of Irish heritage,Girls,316,141,45,142,45,9739,30.8,-31.9
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Traveller of Irish heritage,Boys,328,90,27,93,28,9339,28.5,-33.8
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Gypsy Romany,Total,1793,438,24,471,26,49327,27.5,-43
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Gypsy Romany,Girls,902,274,30,293,32,25619,28.4,-44.3
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Gypsy Romany,Boys,891,164,18,178,20,23708,26.6,-42.2
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Any other white background,Total,42638,25267,59,26237,62,1395146,32.7,-7.8
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Any other white background,Girls,20773,13975,67,14378,69,706295,34,-7.6
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Any other white background,Boys,21865,11292,52,11859,54,688851,31.5,-7.9
201516,Academic year,National,E92000001,England,Ethnicity: minor group,White and black Caribbean,Total,9501,6185,65,6364,67,323548,34.1,-2.3
201516,Academic year,National,E92000001,England,Ethnicity: minor group,White and black Caribbean,Girls,4689,3469,74,3530,75,166326,35.5,-1.5
201516,Academic year,National,E92000001,England,Ethnicity: minor group,White and black Caribbean,Boys,4812,2716,56,2834,59,157222,32.7,-3.3
201516,Academic year,National,E92000001,England,Ethnicity: minor group,White and black African,Total,5474,3772,69,3864,71,189826,34.7,1.3
201516,Academic year,National,E92000001,England,Ethnicity: minor group,White and black African,Girls,2744,2112,77,2140,78,98641,35.9,1.2
201516,Academic year,National,E92000001,England,Ethnicity: minor group,White and black African,Boys,2730,1660,61,1724,63,91185,33.4,1
201516,Academic year,National,E92000001,England,Ethnicity: minor group,White and Asian,Total,9153,6711,73,6880,75,326870,35.7,5.9
201516,Academic year,National,E92000001,England,Ethnicity: minor group,White and Asian,Girls,4527,3638,80,3700,82,167215,36.9,4.9
201516,Academic year,National,E92000001,England,Ethnicity: minor group,White and Asian,Boys,4626,3073,66,3180,69,159655,34.5,6.6
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Total,13734,9507,69,9745,71,477889,34.8,1.7
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Girls,6669,5129,77,5198,78,241005,36.1,1.1
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Boys,7065,4378,62,4547,64,236884,33.5,2.2
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Total,18457,13533,73,14046,76,649166,35.2,6.8
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Girls,8941,7226,81,7408,83,325839,36.4,6
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Boys,9516,6307,66,6638,70,323327,34,7.6
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Total,23710,13913,59,14799,62,766658,32.3,-6.9
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Girls,11664,7782,67,8170,70,392386,33.6,-6.8
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Boys,12046,6131,51,6629,55,374272,31.1,-7.1
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Total,9065,5586,62,5897,65,298526,32.9,-4.2
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Girls,4469,3131,70,3253,73,154197,34.5,-4
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Boys,4596,2455,53,2644,58,144329,31.4,-4.6
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Total,10767,7045,65,7377,69,361657,33.6,-0.8
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Girls,5256,3829,73,3959,75,183026,34.8,-1.5
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Boys,5511,3216,58,3418,62,178631,32.4,-0.1
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Total,5532,3607,65,3701,67,186934,33.8,-2.4
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Girls,2765,2049,74,2081,75,97524,35.3,-1.5
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Boys,2767,1558,56,1620,59,89410,32.3,-3.6
201516,Academic year,National,E92000001,England,Ethnicity: minor group,African,Total,20837,13863,67,14412,69,700459,33.6,-0.1
201516,Academic year,National,E92000001,England,Ethnicity: minor group,African,Girls,10331,7738,75,7931,77,362514,35.1,0
201516,Academic year,National,E92000001,England,Ethnicity: minor group,African,Boys,10506,6125,58,6481,62,337945,32.2,-0.5
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Total,4307,2788,65,2878,67,143969,33.4,-2.5
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Girls,2122,1557,73,1587,75,73883,34.8,-2
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Boys,2185,1231,56,1291,59,70086,32.1,-3.1
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Total,2928,1942,66,2034,69,100393,34.3,0.2
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Girls,1388,1044,75,1067,77,49558,35.7,0.1
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Boys,1540,898,58,967,63,50835,33,0.6
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Total,10410,6079,58,6376,61,337810,32.5,-8
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Girls,4939,3258,66,3369,68,166476,33.7,-8.6
201516,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Boys,5471,2821,52,3007,55,171334,31.3,-7.2
201516,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Total,56145,33813,60,35033,62,1882569,33.5,-6.9
201516,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Girls,27531,18572,67,19069,69,957178,34.8,-7.5
201516,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Boys,28614,15241,53,15964,56,925391,32.3,-6.4
201516,Academic year,National,E92000001,England,First language,English,Total,469875,327717,70,335804,71,16424636,35,8.1
201516,Academic year,National,E92000001,England,First language,English,Girls,228756,178258,78,180976,79,8286943,36.2,8.5
201516,Academic year,National,E92000001,England,First language,English,Boys,241119,149459,62,154828,64,8137693,33.7,7.7
201516,Academic year,National,E92000001,England,First language,Other than English,Total,118030,71432,61,74843,63,3865920,32.8,.
201516,Academic year,National,E92000001,England,First language,Other than English,Girls,57676,39366,68,40731,71,1963261,34,.
201516,Academic year,National,E92000001,England,First language,Other than English,Boys,60354,32066,53,34112,57,1902659,31.5,.
201516,Academic year,National,E92000001,England,First language,unclassified,Total,81147,51343,63,52954,65,2759519,34,.
201516,Academic year,National,E92000001,England,First language,unclassified,Girls,39673,28168,71,28764,73,1398480,35.3,.
201516,Academic year,National,E92000001,England,First language,unclassified,Boys,41474,23175,56,24190,58,1361039,32.8,.
201516,Academic year,National,E92000001,England,FSM,FSM,Total,93538,48629,52,50890,54,2943572,31.5,17.3
201516,Academic year,National,E92000001,England,FSM,FSM,Girls,45393,27909,61,28820,63,1493158,32.9,15.5
201516,Academic year,National,E92000001,England,FSM,FSM,Boys,48145,20720,43,22070,46,1450414,30.1,19
201516,Academic year,National,E92000001,England,FSM,All other pupils,Total,575514,401863,70,412711,72,20106503,34.9,.
201516,Academic year,National,E92000001,England,FSM,All other pupils,Girls,280712,217883,78,221651,79,10155526,36.2,.
201516,Academic year,National,E92000001,England,FSM,All other pupils,Boys,294802,183980,62,191060,65,9950977,33.8,.
201516,Academic year,National,E92000001,England,Month of birth,Autumn born,Total,227637,175657,77,179790,79,8321899,36.6,20.1
201516,Academic year,National,E92000001,England,Month of birth,Autumn born,Girls,110744,93237,84,94527,85,4187033,37.8,18
201516,Academic year,National,E92000001,England,Month of birth,Autumn born,Boys,116893,82420,71,85263,73,4134866,35.4,22.1
201516,Academic year,National,E92000001,England,Month of birth,Spring born,Total,212845,144991,68,149165,70,7327735,34.4,.
201516,Academic year,National,E92000001,England,Month of birth,Spring born,Girls,103711,79187,76,80696,78,3702969,35.7,.
201516,Academic year,National,E92000001,England,Month of birth,Spring born,Boys,109134,65804,60,68469,63,3624766,33.2,.
201516,Academic year,National,E92000001,England,Month of birth,Summer born,Total,228570,129844,57,134646,59,7400441,32.4,.
201516,Academic year,National,E92000001,England,Month of birth,Summer born,Girls,111650,73368,66,75248,67,3758682,33.7,.
201516,Academic year,National,E92000001,England,Month of birth,Summer born,Boys,116920,56476,48,59398,51,3641759,31.1,.
201516,Academic year,National,E92000001,England,SEN,No identified SEN,Total,595528,431622,72,443676,75,21080109,35.4,51.4
201516,Academic year,National,E92000001,England,SEN,No identified SEN,Girls,301954,237664,79,242032,80,10963221,36.3,51.4
201516,Academic year,National,E92000001,England,SEN,No identified SEN,Boys,293574,193958,66,201644,69,10116888,34.5,48
201516,Academic year,National,E92000001,England,SEN,All SEN,Total,60560,13044,22,13960,23,1556696,25.7,.
201516,Academic year,National,E92000001,England,SEN,All SEN,Girls,17722,4861,27,5098,29,473430,26.7,.
201516,Academic year,National,E92000001,England,SEN,All SEN,Boys,42838,8183,19,8862,21,1083266,25.3,.
201516,Academic year,National,E92000001,England,SEN,SEN support,Total,51891,12719,25,13605,26,1387431,26.7,.
201516,Academic year,National,E92000001,England,SEN,SEN support,Girls,15321,4734,31,4964,32,426090,27.8,.
201516,Academic year,National,E92000001,England,SEN,SEN support,Boys,36570,7985,22,8641,24,961341,26.3,.
201516,Academic year,National,E92000001,England,SEN,SEN statement,Total,8669,325,4,355,4,169265,19.5,.
201516,Academic year,National,E92000001,England,SEN,SEN statement,Girls,2401,127,5,134,6,47340,19.7,.
201516,Academic year,National,E92000001,England,SEN,SEN statement,Boys,6268,198,3,221,4,121925,19.5,.
201516,Academic year,National,E92000001,England,SEN,unclassified,Total,12964,5826,45,5965,46,413270,31.9,.
201516,Academic year,National,E92000001,England,SEN,unclassified,Girls,6429,3267,51,3341,52,212033,33,.
201516,Academic year,National,E92000001,England,SEN,unclassified,Boys,6535,2559,39,2624,40,201237,30.8,.
201516,Academic year,National,E92000001,England,SEN primary need,Specific learning difficulty,Total,1377,208,15,231,17,34065,24.7,.
201516,Academic year,National,E92000001,England,SEN primary need,Specific learning difficulty,Girls,417,81,19,87,21,10745,25.8,.
201516,Academic year,National,E92000001,England,SEN primary need,Specific learning difficulty,Boys,960,127,13,144,15,23320,24.3,.
201516,Academic year,National,E92000001,England,SEN primary need,Moderate learning difficulty,Total,5374,703,13,770,14,130613,24.3,.
201516,Academic year,National,E92000001,England,SEN primary need,Moderate learning difficulty,Girls,1739,248,14,272,16,42755,24.6,.
201516,Academic year,National,E92000001,England,SEN primary need,Moderate learning difficulty,Boys,3635,455,13,498,14,87858,24.2,.
201516,Academic year,National,E92000001,England,SEN primary need,Severe learning difficulty,Total,1597,6,0,7,0,28075,17.6,.
201516,Academic year,National,E92000001,England,SEN primary need,Severe learning difficulty,Girls,469,0,0,0,0,8170,17.4,.
201516,Academic year,National,E92000001,England,SEN primary need,Severe learning difficulty,Boys,1128,6,1,7,1,19905,17.6,.
201516,Academic year,National,E92000001,England,SEN primary need,Profound and multiple learning difficulties,Total,833,8,1,8,1,14612,17.5,.
201516,Academic year,National,E92000001,England,SEN primary need,Profound and multiple learning difficulties,Girls,355,5,1,5,1,6246,17.6,.
201516,Academic year,National,E92000001,England,SEN primary need,Profound and multiple learning difficulties,Boys,478,3,1,3,1,8366,17.5,.
201516,Academic year,National,E92000001,England,SEN primary need,Social; emotional and mental health,Total,6876,1509,22,1621,24,186545,27.1,.
201516,Academic year,National,E92000001,England,SEN primary need,Social; emotional and mental health,Girls,1576,447,28,475,30,44239,28.1,.
201516,Academic year,National,E92000001,England,SEN primary need,Social; emotional and mental health,Boys,5300,1062,20,1146,22,142306,26.9,.
201516,Academic year,National,E92000001,England,SEN primary need,Speech; language and communication difficulty,Total,31037,7997,26,8515,27,829381,26.7,.
201516,Academic year,National,E92000001,England,SEN primary need,Speech; language and communication difficulty,Girls,9203,2998,33,3132,34,257061,27.9,.
201516,Academic year,National,E92000001,England,SEN primary need,Speech; language and communication difficulty,Boys,21834,4999,23,5383,25,572320,26.2,.
201516,Academic year,National,E92000001,England,SEN primary need,Hearing impairment,Total,1010,323,32,337,33,28146,27.9,.
201516,Academic year,National,E92000001,England,SEN primary need,Hearing impairment,Girls,452,163,36,171,38,13033,28.8,.
201516,Academic year,National,E92000001,England,SEN primary need,Hearing impairment,Boys,558,160,29,166,30,15113,27.1,.
201516,Academic year,National,E92000001,England,SEN primary need,Visual impairment,Total,563,230,41,245,44,16871,30,.
201516,Academic year,National,E92000001,England,SEN primary need,Visual impairment,Girls,242,107,44,115,48,7287,30.1,.
201516,Academic year,National,E92000001,England,SEN primary need,Visual impairment,Boys,321,123,38,130,40,9584,29.9,.
201516,Academic year,National,E92000001,England,SEN primary need,Multi sensory impairment,Total,184,42,23,47,26,4747,25.8,.
201516,Academic year,National,E92000001,England,SEN primary need,Multi sensory impairment,Girls,71,15,21,16,23,1752,24.7,.
201516,Academic year,National,E92000001,England,SEN primary need,Multi sensory impairment,Boys,113,27,24,31,27,2995,26.5,.
201516,Academic year,National,E92000001,England,SEN primary need,Physical disability,Total,2284,621,27,650,28,61554,27,.
201516,Academic year,National,E92000001,England,SEN primary need,Physical disability,Girls,980,301,31,309,32,26641,27.2,.
201516,Academic year,National,E92000001,England,SEN primary need,Physical disability,Boys,1304,320,25,341,26,34913,26.8,.
201516,Academic year,National,E92000001,England,SEN primary need,Autistic spectrum disorder,Total,5688,474,8,538,9,121859,21.4,.
201516,Academic year,National,E92000001,England,SEN primary need,Autistic spectrum disorder,Girls,996,114,11,123,12,21769,21.9,.
201516,Academic year,National,E92000001,England,SEN primary need,Autistic spectrum disorder,Boys,4692,360,8,415,9,100090,21.3,.
201516,Academic year,National,E92000001,England,SEN primary need,Other difficulty or disability,Total,2033,574,28,610,30,55237,27.2,.
201516,Academic year,National,E92000001,England,SEN primary need,Other difficulty or disability,Girls,730,255,35,261,36,20348,27.9,.
201516,Academic year,National,E92000001,England,SEN primary need,Other difficulty or disability,Boys,1303,319,24,349,27,34889,26.8,.
201516,Academic year,National,E92000001,England,SEN primary need,No specialist assessment,Total,1704,349,20,381,22,44991,26.4,.
201516,Academic year,National,E92000001,England,SEN primary need,No specialist assessment,Girls,492,127,26,132,27,13384,27.2,.
201516,Academic year,National,E92000001,England,SEN primary need,No specialist assessment,Boys,1212,222,18,249,21,31607,26.1,.
201415,Academic year,National,E92000001,England, , ,Total,654848,419855,64,433881,66,22486809,34.3,.
201415,Academic year,National,E92000001,England, , ,Girls,319211,231855,73,237101,74,11381938,35.7,.
201415,Academic year,National,E92000001,England, , ,Boys,335637,188000,56,196780,59,11104871,33.1,.
201415,Academic year,National,E92000001,England,Ethnicity: major group,White,Total,453573,297414,66,305676,67,15714901,34.6,1.1
201415,Academic year,National,E92000001,England,Ethnicity: major group,White,Girls,220989,163850,74,166769,75,7943963,35.9,1.2
201415,Academic year,National,E92000001,England,Ethnicity: major group,White,Boys,232584,133564,57,138907,60,7770938,33.4,1.1
201415,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Total,35987,23769,66,24487,68,1247192,34.7,1.8
201415,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Girls,17567,13174,75,13442,77,633011,36,2.2
201415,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Boys,18420,10595,58,11045,60,614181,33.3,1.3
201415,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Total,59337,35825,60,38128,64,1971957,33.2,-2
201415,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Girls,28970,19851,69,20825,72,1001038,34.6,-2.4
201415,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Boys,30367,15974,53,17303,57,970919,32,-1.6
201415,Academic year,National,E92000001,England,Ethnicity: major group,Black,Total,30993,19313,62,20178,65,1036720,33.5,-1.2
201415,Academic year,National,E92000001,England,Ethnicity: major group,Black,Girls,15297,10907,71,11236,73,533894,34.9,-0.8
201415,Academic year,National,E92000001,England,Ethnicity: major group,Black,Boys,15696,8406,54,8942,57,502826,32,-1.7
201415,Academic year,National,E92000001,England,Ethnicity: major group,Chinese,Total,2893,1825,63,1935,67,98433,34,0.6
201415,Academic year,National,E92000001,England,Ethnicity: major group,Chinese,Girls,1413,997,71,1041,74,49520,35,-0.6
201415,Academic year,National,E92000001,England,Ethnicity: major group,Chinese,Boys,1480,828,56,894,60,48913,33,1.8
201415,Academic year,National,E92000001,England,Ethnicity: major group,Other,Total,10061,5493,55,5823,58,324942,32.3,-8.4
201415,Academic year,National,E92000001,England,Ethnicity: major group,Other,Girls,4879,3055,63,3190,65,163931,33.6,-8.9
201415,Academic year,National,E92000001,England,Ethnicity: major group,Other,Boys,5182,2438,47,2633,51,161011,31.1,-7.8
201415,Academic year,National,E92000001,England,Ethnicity: major group,unclassified,Total,62004,36216,58,37654,61,2092664,33.8,-5.5
201415,Academic year,National,E92000001,England,Ethnicity: major group,unclassified,Girls,30096,20021,67,20598,68,1056581,35.1,-5.8
201415,Academic year,National,E92000001,England,Ethnicity: major group,unclassified,Boys,31908,16195,51,17056,53,1036083,32.5,-5.2
201415,Academic year,National,E92000001,England,Ethnicity: minor group,White British,Total,409739,273712,67,281036,69,14294853,34.9,2.3
201415,Academic year,National,E92000001,England,Ethnicity: minor group,White British,Girls,199538,150627,75,153150,77,7221517,36.2,2.5
201415,Academic year,National,E92000001,England,Ethnicity: minor group,White British,Boys,210201,123085,59,127886,61,7073336,33.7,2.2
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Irish,Total,1586,1049,66,1069,67,56225,35.5,1.1
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Irish,Girls,751,563,75,567,75,27351,36.4,1.2
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Irish,Boys,835,486,58,502,60,28874,34.6,1.5
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Traveller of Irish heritage,Total,621,229,37,238,38,18707,30.1,-27.9
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Traveller of Irish heritage,Girls,310,145,47,152,49,9815,31.7,-25.2
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Traveller of Irish heritage,Boys,311,84,27,86,28,8892,28.6,-31
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Gypsy Romany,Total,1676,386,23,407,24,46264,27.6,-42
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Gypsy Romany,Girls,841,237,28,247,29,24278,28.9,-44.9
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Gypsy Romany,Boys,835,149,18,160,19,21986,26.3,-39.5
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Any other white background,Total,39951,22038,55,22926,57,1298852,32.5,-8.9
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Any other white background,Girls,19549,12278,63,12653,65,661002,33.8,-9.6
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Any other white background,Boys,20402,9760,48,10273,50,637850,31.3,-8.3
201415,Academic year,National,E92000001,England,Ethnicity: minor group,White and black Caribbean,Total,9040,5673,63,5827,64,308455,34.1,-1.8
201415,Academic year,National,E92000001,England,Ethnicity: minor group,White and black Caribbean,Girls,4435,3208,72,3263,74,157217,35.4,-0.7
201415,Academic year,National,E92000001,England,Ethnicity: minor group,White and black Caribbean,Boys,4605,2465,54,2564,56,151238,32.8,-3
201415,Academic year,National,E92000001,England,Ethnicity: minor group,White and black African,Total,5191,3400,65,3521,68,178321,34.4,1.6
201415,Academic year,National,E92000001,England,Ethnicity: minor group,White and black African,Girls,2552,1907,75,1955,77,91421,35.8,2.3
201415,Academic year,National,E92000001,England,Ethnicity: minor group,White and black African,Boys,2639,1493,57,1566,59,86900,32.9,0.7
201415,Academic year,National,E92000001,England,Ethnicity: minor group,White and Asian,Total,8602,5949,69,6120,71,303478,35.3,4.9
201415,Academic year,National,E92000001,England,Ethnicity: minor group,White and Asian,Girls,4235,3265,77,3333,79,155197,36.6,4.4
201415,Academic year,National,E92000001,England,Ethnicity: minor group,White and Asian,Boys,4367,2684,61,2787,64,148281,34,5.2
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Total,13154,8747,66,9019,69,456938,34.7,2.3
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Girls,6345,4794,76,4891,77,229176,36.1,2.8
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Boys,6809,3953,58,4128,61,227762,33.5,2
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Total,16958,11950,70,12474,74,596867,35.2,7.3
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Girls,8224,6393,78,6584,80,299385,36.4,5.8
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Boys,8734,5557,64,5890,67,297482,34.1,8.8
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Total,23223,12510,54,13560,58,741758,31.9,-7.9
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Girls,11415,7107,62,7584,66,379269,33.2,-7.8
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Boys,11808,5403,46,5976,51,362489,30.7,-8
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Total,8779,4930,56,5307,60,285786,32.6,-5.8
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Girls,4294,2794,65,2966,69,146405,34.1,-5.2
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Boys,4485,2136,48,2341,52,139381,31.1,-6.4
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Total,10377,6435,62,6787,65,347546,33.5,-0.9
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Girls,5037,3557,71,3691,73,175979,34.9,-1
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Boys,5340,2878,54,3096,58,171567,32.1,-0.7
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Total,5536,3394,61,3500,63,185293,33.5,-3
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Girls,2693,1915,71,1952,72,94101,34.9,-1.8
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Boys,2843,1479,52,1548,54,91192,32.1,-4.2
201415,Academic year,National,E92000001,England,Ethnicity: minor group,African,Total,21235,13334,63,13987,66,711185,33.5,-0.4
201415,Academic year,National,E92000001,England,Ethnicity: minor group,African,Girls,10520,7539,72,7779,74,367985,35,-0.3
201415,Academic year,National,E92000001,England,Ethnicity: minor group,African,Boys,10715,5795,54,6208,58,343200,32,-0.7
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Total,4222,2585,61,2691,64,140242,33.2,-2.5
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Girls,2084,1453,70,1505,72,71808,34.5,-2.1
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Boys,2138,1132,53,1186,55,68434,32,-3.2
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Total,2893,1825,63,1935,67,98433,34,0.6
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Girls,1413,997,71,1041,74,49520,35,-0.6
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Boys,1480,828,56,894,60,48913,33,1.8
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Total,10061,5493,55,5823,58,324942,32.3,-8.4
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Girls,4879,3055,63,3190,65,163931,33.6,-8.9
201415,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Boys,5182,2438,47,2633,51,161011,31.1,-7.8
201415,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Total,62004,36216,58,37654,61,2092664,33.8,-5.5
