time_period,time_identifier,geographic_level,country_code,country_name,characteristic,characteristic_type,gender,elg_category,number_of_pupils,emerging_number,expected_number,exceeded_number,emerging_percent,expected_percent,exceeded_percent
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Boys,Moving and handling,13813,2680,9878,1255,19,72,9
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Total,Moving and handling,10271,1359,7301,1611,13,71,16
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Girls,Moving and handling,5091,384,3705,1002,8,73,20
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Boys,Moving and handling,5180,975,3596,609,19,69,12
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Total,Moving and handling,11617,1262,8138,2217,11,70,19
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Girls,Moving and handling,5687,349,3989,1349,6,70,24
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Boys,Moving and handling,5930,913,4149,868,15,70,15
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Total,Moving and handling,5659,625,4096,938,11,72,17
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Girls,Moving and handling,2798,169,2028,601,6,72,21
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Boys,Moving and handling,2861,456,2068,337,16,72,12
201718,Academic year,National,E92000001,England,Ethnicity: minor group,African,Total,Moving and handling,22099,2712,15487,3900,12,70,18
201718,Academic year,National,E92000001,England,Ethnicity: minor group,African,Girls,Moving and handling,10941,716,7779,2446,7,71,22
201718,Academic year,National,E92000001,England,Ethnicity: minor group,African,Boys,Moving and handling,11158,1996,7708,1454,18,69,13
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Total,Moving and handling,4584,502,3291,791,11,72,17
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Girls,Moving and handling,2216,149,1601,466,7,72,21
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Boys,Moving and handling,2368,353,1690,325,15,71,14
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Total,Moving and handling,3278,197,2054,1027,6,63,31
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Girls,Moving and handling,1595,54,923,618,3,58,39
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Boys,Moving and handling,1683,143,1131,409,8,67,24
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Total,Moving and handling,12037,1496,8759,1782,12,73,15
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Girls,Moving and handling,5844,387,4367,1090,7,75,19
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Boys,Moving and handling,6193,1109,4392,692,18,71,11
201718,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Total,Moving and handling,19919,3062,13276,3581,15,67,18
201718,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Girls,Moving and handling,9793,1074,6531,2188,11,67,22
201718,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Boys,Moving and handling,10126,1988,6745,1393,20,67,14
201718,Academic year,National,E92000001,England,English as another language,English,Total,Moving and handling,511092,51159,364073,95860,10,71,19
201718,Academic year,National,E92000001,England,English as another language,English,Girls,Moving and handling,249276,13835,175666,59775,6,70,24
201718,Academic year,National,E92000001,England,English as another language,English,Boys,Moving and handling,261816,37324,188407,36085,14,72,14
201718,Academic year,National,E92000001,England,English as another language,Other than English,Total,Moving and handling,128130,14882,92170,21078,12,72,16
201718,Academic year,National,E92000001,England,English as another language,Other than English,Girls,Moving and handling,62572,4276,45422,12874,7,73,21
201718,Academic year,National,E92000001,England,English as another language,Other than English,Boys,Moving and handling,65558,10606,46748,8204,16,71,13
201718,Academic year,National,E92000001,England,English as another language,unclassified,Total,Moving and handling,13127,2286,8362,2479,17,64,19
201718,Academic year,National,E92000001,England,English as another language,unclassified,Girls,Moving and handling,6422,826,4110,1486,13,64,23
201718,Academic year,National,E92000001,England,English as another language,unclassified,Boys,Moving and handling,6705,1460,4252,993,22,63,15
201718,Academic year,National,E92000001,England,FSM,FSM,Total,Moving and handling,87190,15834,63196,8160,18,72,9
201718,Academic year,National,E92000001,England,FSM,FSM,Girls,Moving and handling,42403,4809,32384,5210,11,76,12
201718,Academic year,National,E92000001,England,FSM,FSM,Boys,Moving and handling,44787,11025,30812,2950,25,69,7
201718,Academic year,National,E92000001,England,FSM,All other pupils,Total,Moving and handling,565159,52493,401409,111257,9,71,20
201718,Academic year,National,E92000001,England,FSM,All other pupils,Girls,Moving and handling,275867,14128,192814,68925,5,70,25
201718,Academic year,National,E92000001,England,FSM,All other pupils,Boys,Moving and handling,289292,38365,208595,42332,13,72,15
201718,Academic year,National,E92000001,England,Month of birth,Autumn born,Total,Moving and handling,226558,15155,150714,60689,7,67,27
201718,Academic year,National,E92000001,England,Month of birth,Autumn born,Girls,Moving and handling,110251,3922,69735,36594,4,63,33
201718,Academic year,National,E92000001,England,Month of birth,Autumn born,Boys,Moving and handling,116307,11233,80979,24095,10,70,21
201718,Academic year,National,E92000001,England,Month of birth,Spring born,Total,Moving and handling,207144,20614,150186,36344,10,73,18
201718,Academic year,National,E92000001,England,Month of birth,Spring born,Girls,Moving and handling,100978,5609,72418,22951,6,72,23
201718,Academic year,National,E92000001,England,Month of birth,Spring born,Boys,Moving and handling,106166,15005,77768,13393,14,73,13
201718,Academic year,National,E92000001,England,Month of birth,Summer born,Total,Moving and handling,218647,32558,163705,22384,15,75,10
201718,Academic year,National,E92000001,England,Month of birth,Summer born,Girls,Moving and handling,107041,9406,83045,14590,9,78,14
201718,Academic year,National,E92000001,England,Month of birth,Summer born,Boys,Moving and handling,111606,23152,80660,7794,21,72,7
201718,Academic year,National,E92000001,England,SEN,All SEN,Total,Moving and handling,60662,28903,29729,2030,48,49,3
201718,Academic year,National,E92000001,England,SEN,All SEN,Girls,Moving and handling,17911,7271,9745,895,41,54,5
201718,Academic year,National,E92000001,England,SEN,All SEN,Boys,Moving and handling,42751,21632,19984,1135,51,47,3
201718,Academic year,National,E92000001,England,SEN,No identified SEN,Total,Moving and handling,579279,37094,427099,115086,6,74,20
201718,Academic year,National,E92000001,England,SEN,No identified SEN,Girls,Moving and handling,294280,10809,211605,71866,4,72,24
201718,Academic year,National,E92000001,England,SEN,No identified SEN,Boys,Moving and handling,284999,26285,215494,43220,9,76,15
201718,Academic year,National,E92000001,England,SEN,SEN support,Total,Moving and handling,50957,20846,28152,1959,41,55,4
201718,Academic year,National,E92000001,England,SEN,SEN support,Girls,Moving and handling,15239,5085,9282,872,33,61,6
201718,Academic year,National,E92000001,England,SEN,SEN support,Boys,Moving and handling,35718,15761,18870,1087,44,53,3
201718,Academic year,National,E92000001,England,SEN,SEN statement,Total,Moving and handling,9705,8057,1577,71,83,16,1
201718,Academic year,National,E92000001,England,SEN,SEN statement,Girls,Moving and handling,2672,2186,463,23,82,17,1
201718,Academic year,National,E92000001,England,SEN,SEN statement,Boys,Moving and handling,7033,5871,1114,48,83,16,1
201718,Academic year,National,E92000001,England,SEN,unclassified,Total,Moving and handling,12408,2330,7777,2301,19,63,19
201718,Academic year,National,E92000001,England,SEN,unclassified,Girls,Moving and handling,6079,857,3848,1374,14,63,23
201718,Academic year,National,E92000001,England,SEN,unclassified,Boys,Moving and handling,6329,1473,3929,927,23,62,15
201718,Academic year,National,E92000001,England, , ,Total,Health and self-care,652349,57378,464466,130505,9,71,20
201718,Academic year,National,E92000001,England, , ,Girls,Health and self-care,318270,17732,223098,77440,6,70,24
201718,Academic year,National,E92000001,England, , ,Boys,Health and self-care,334079,39646,241368,53065,12,72,16
201718,Academic year,National,E92000001,England,Ethnicity: major group,White,Total,Health and self-care,473998,37208,339100,97690,8,72,21
201718,Academic year,National,E92000001,England,Ethnicity: major group,White,Girls,Health and self-care,230864,11406,161569,57889,5,70,25
201718,Academic year,National,E92000001,England,Ethnicity: major group,White,Boys,Health and self-care,243134,25802,177531,39801,11,73,16
201718,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Total,Health and self-care,41621,3346,29294,8981,8,70,22
201718,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Girls,Health and self-care,20224,956,13987,5281,5,69,26
201718,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Boys,Health and self-care,21397,2390,15307,3700,11,72,17
201718,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Total,Health and self-care,69154,8287,49238,11629,12,71,17
201718,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Girls,Health and self-care,33995,2572,24466,6957,8,72,20
201718,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Boys,Health and self-care,35159,5715,24772,4672,16,70,13
201718,Academic year,National,E92000001,England,Ethnicity: major group,Black,Total,Health and self-care,32342,3585,23270,5487,11,72,17
201718,Academic year,National,E92000001,England,Ethnicity: major group,Black,Girls,Health and self-care,15955,1077,11524,3354,7,72,21
201718,Academic year,National,E92000001,England,Ethnicity: major group,Black,Boys,Health and self-care,16387,2508,11746,2133,15,72,13
201718,Academic year,National,E92000001,England,Ethnicity: major group,Chinese,Total,Health and self-care,3278,260,2177,841,8,66,26
201718,Academic year,National,E92000001,England,Ethnicity: major group,Chinese,Girls,Health and self-care,1595,80,1009,506,5,63,32
201718,Academic year,National,E92000001,England,Ethnicity: major group,Chinese,Boys,Health and self-care,1683,180,1168,335,11,69,20
201718,Academic year,National,E92000001,England,Ethnicity: major group,Other,Total,Health and self-care,12037,1646,8717,1674,14,72,14
201718,Academic year,National,E92000001,England,Ethnicity: major group,Other,Girls,Health and self-care,5844,497,4352,995,9,74,17
201718,Academic year,National,E92000001,England,Ethnicity: major group,Other,Boys,Health and self-care,6193,1149,4365,679,19,70,11
201718,Academic year,National,E92000001,England,Ethnicity: major group,unclassified,Total,Health and self-care,19919,3046,12670,4203,15,64,21
201718,Academic year,National,E92000001,England,Ethnicity: major group,unclassified,Girls,Health and self-care,9793,1144,6191,2458,12,63,25
201718,Academic year,National,E92000001,England,Ethnicity: major group,unclassified,Boys,Health and self-care,10126,1902,6479,1745,19,64,17
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White British,Total,Health and self-care,424179,31167,302916,90096,7,71,21
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White British,Girls,Health and self-care,206718,9456,143812,53450,5,70,26
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White British,Boys,Health and self-care,217461,21711,159104,36646,10,73,17
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Irish,Total,Health and self-care,1598,97,1093,408,6,68,26
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Irish,Girls,Health and self-care,791,38,518,235,5,65,30
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Irish,Boys,Health and self-care,807,59,575,173,7,71,21
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Traveller of Irish heritage,Total,Health and self-care,591,135,410,46,23,69,8
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Traveller of Irish heritage,Girls,Health and self-care,279,44,206,29,16,74,10
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Traveller of Irish heritage,Boys,Health and self-care,312,91,204,17,29,65,5
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Gypsy Romany,Total,Health and self-care,2024,490,1398,136,24,69,7
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Gypsy Romany,Girls,Health and self-care,957,187,678,92,20,71,10
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Gypsy Romany,Boys,Health and self-care,1067,303,720,44,28,67,4
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other white background,Total,Health and self-care,45606,5319,33283,7004,12,73,15
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other white background,Girls,Health and self-care,22119,1681,16355,4083,8,74,18
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other white background,Boys,Health and self-care,23487,3638,16928,2921,15,72,12
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and black Caribbean,Total,Health and self-care,9973,803,7320,1850,8,73,19
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and black Caribbean,Girls,Health and self-care,4840,228,3515,1097,5,73,23
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and black Caribbean,Boys,Health and self-care,5133,575,3805,753,11,74,15
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and black African,Total,Health and self-care,5683,455,4035,1193,8,71,21
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and black African,Girls,Health and self-care,2751,130,1929,692,5,70,25
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and black African,Boys,Health and self-care,2932,325,2106,501,11,72,17
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and Asian,Total,Health and self-care,10288,752,7025,2511,7,68,24
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and Asian,Girls,Health and self-care,5000,204,3290,1506,4,66,30
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and Asian,Boys,Health and self-care,5288,548,3735,1005,10,71,19
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Total,Health and self-care,15677,1336,10914,3427,9,70,22
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Girls,Health and self-care,7633,394,5253,1986,5,69,26
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Boys,Health and self-care,8044,942,5661,1441,12,70,18
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Total,Health and self-care,20190,1672,13968,4550,8,69,23
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Girls,Health and self-care,9954,491,6794,2669,5,68,27
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Boys,Health and self-care,10236,1181,7174,1881,12,70,18
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Total,Health and self-care,27076,3757,19737,3582,14,73,13
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Girls,Health and self-care,13263,1204,9867,2192,9,74,17
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Boys,Health and self-care,13813,2553,9870,1390,18,71,10
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Total,Health and self-care,10271,1438,7285,1548,14,71,15
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Girls,Health and self-care,5091,440,3716,935,9,73,18
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Boys,Health and self-care,5180,998,3569,613,19,69,12
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Total,Health and self-care,11617,1420,8248,1949,12,71,17
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Girls,Health and self-care,5687,437,4089,1161,8,72,20
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Boys,Health and self-care,5930,983,4159,788,17,70,13
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Total,Health and self-care,5659,482,4220,957,9,75,17
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Girls,Health and self-care,2798,152,2046,600,5,73,21
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Boys,Health and self-care,2861,330,2174,357,12,76,12
201718,Academic year,National,E92000001,England,Ethnicity: minor group,African,Total,Health and self-care,22099,2624,15694,3781,12,71,17
201718,Academic year,National,E92000001,England,Ethnicity: minor group,African,Girls,Health and self-care,10941,771,7842,2328,7,72,21
201718,Academic year,National,E92000001,England,Ethnicity: minor group,African,Boys,Health and self-care,11158,1853,7852,1453,17,70,13
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Total,Health and self-care,4584,479,3356,749,10,73,16
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Girls,Health and self-care,2216,154,1636,426,7,74,19
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Boys,Health and self-care,2368,325,1720,323,14,73,14
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Total,Health and self-care,3278,260,2177,841,8,66,26
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Girls,Health and self-care,1595,80,1009,506,5,63,32
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Boys,Health and self-care,1683,180,1168,335,11,69,20
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Total,Health and self-care,12037,1646,8717,1674,14,72,14
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Girls,Health and self-care,5844,497,4352,995,9,74,17
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Boys,Health and self-care,6193,1149,4365,679,19,70,11
201718,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Total,Health and self-care,19919,3046,12670,4203,15,64,21
201718,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Girls,Health and self-care,9793,1144,6191,2458,12,63,25
201718,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Boys,Health and self-care,10126,1902,6479,1745,19,64,17
201718,Academic year,National,E92000001,England,English as another language,English,Total,Health and self-care,511092,38490,363943,108659,8,71,21
201718,Academic year,National,E92000001,England,English as another language,English,Girls,Health and self-care,249276,11582,173198,64496,5,69,26
201718,Academic year,National,E92000001,England,English as another language,English,Boys,Health and self-care,261816,26908,190745,44163,10,73,17
201718,Academic year,National,E92000001,England,English as another language,Other than English,Total,Health and self-care,128130,16515,92678,18937,13,72,15
201718,Academic year,National,E92000001,England,English as another language,Other than English,Girls,Health and self-care,62572,5224,46079,11269,8,74,18
201718,Academic year,National,E92000001,England,English as another language,Other than English,Boys,Health and self-care,65558,11291,46599,7668,17,71,12
201718,Academic year,National,E92000001,England,English as another language,unclassified,Total,Health and self-care,13127,2373,7845,2909,18,60,22
201718,Academic year,National,E92000001,England,English as another language,unclassified,Girls,Health and self-care,6422,926,3821,1675,14,59,26
201718,Academic year,National,E92000001,England,English as another language,unclassified,Boys,Health and self-care,6705,1447,4024,1234,22,60,18
201718,Academic year,National,E92000001,England,FSM,FSM,Total,Health and self-care,87190,13434,64822,8934,15,74,10
201718,Academic year,National,E92000001,England,FSM,FSM,Girls,Health and self-care,42403,4438,32455,5510,10,77,13
201718,Academic year,National,E92000001,England,FSM,FSM,Boys,Health and self-care,44787,8996,32367,3424,20,72,8
201718,Academic year,National,E92000001,England,FSM,All other pupils,Total,Health and self-care,565159,43944,399644,121571,8,71,22
201718,Academic year,National,E92000001,England,FSM,All other pupils,Girls,Health and self-care,275867,13294,190643,71930,5,69,26
201718,Academic year,National,E92000001,England,FSM,All other pupils,Boys,Health and self-care,289292,30650,209001,49641,11,72,17
201718,Academic year,National,E92000001,England,Month of birth,Autumn born,Total,Health and self-care,226558,13452,148170,64936,6,65,29
201718,Academic year,National,E92000001,England,Month of birth,Autumn born,Girls,Health and self-care,110251,3917,68712,37622,4,62,34
201718,Academic year,National,E92000001,England,Month of birth,Autumn born,Boys,Health and self-care,116307,9535,79458,27314,8,68,23
201718,Academic year,National,E92000001,England,Month of birth,Spring born,Total,Health and self-care,207144,17433,149944,39767,8,72,19
201718,Academic year,National,E92000001,England,Month of birth,Spring born,Girls,Health and self-care,100978,5341,71746,23891,5,71,24
201718,Academic year,National,E92000001,England,Month of birth,Spring born,Boys,Health and self-care,106166,12092,78198,15876,11,74,15
201718,Academic year,National,E92000001,England,Month of birth,Summer born,Total,Health and self-care,218647,26493,166352,25802,12,76,12
201718,Academic year,National,E92000001,England,Month of birth,Summer born,Girls,Health and self-care,107041,8474,82640,15927,8,77,15
201718,Academic year,National,E92000001,England,Month of birth,Summer born,Boys,Health and self-care,111606,18019,83712,9875,16,75,9
201718,Academic year,National,E92000001,England,SEN,All SEN,Total,Health and self-care,60662,27421,30963,2278,45,51,4
201718,Academic year,National,E92000001,England,SEN,All SEN,Girls,Health and self-care,17911,7224,9744,943,40,54,5
201718,Academic year,National,E92000001,England,SEN,All SEN,Boys,Health and self-care,42751,20197,21219,1335,47,50,3
201718,Academic year,National,E92000001,England,SEN,No identified SEN,Total,Health and self-care,579279,27539,426267,125473,5,74,22
201718,Academic year,National,E92000001,England,SEN,No identified SEN,Girls,Health and self-care,294280,9563,209813,74904,3,71,25
201718,Academic year,National,E92000001,England,SEN,No identified SEN,Boys,Health and self-care,284999,17976,216454,50569,6,76,18
201718,Academic year,National,E92000001,England,SEN,SEN support,Total,Health and self-care,50957,19136,29611,2210,38,58,4
201718,Academic year,National,E92000001,England,SEN,SEN support,Girls,Health and self-care,15239,4960,9362,917,33,61,6
201718,Academic year,National,E92000001,England,SEN,SEN support,Boys,Health and self-care,35718,14176,20249,1293,40,57,4
201718,Academic year,National,E92000001,England,SEN,SEN statement,Total,Health and self-care,9705,8285,1352,68,85,14,1
201718,Academic year,National,E92000001,England,SEN,SEN statement,Girls,Health and self-care,2672,2264,382,26,85,14,1
201718,Academic year,National,E92000001,England,SEN,SEN statement,Boys,Health and self-care,7033,6021,970,42,86,14,1
201718,Academic year,National,E92000001,England,SEN,unclassified,Total,Health and self-care,12408,2418,7236,2754,19,58,22
201718,Academic year,National,E92000001,England,SEN,unclassified,Girls,Health and self-care,6079,945,3541,1593,16,58,26
201718,Academic year,National,E92000001,England,SEN,unclassified,Boys,Health and self-care,6329,1473,3695,1161,23,58,18
201718,Academic year,National,E92000001,England, , ,Total,Self confidence and self awareness,652349,72242,461115,118992,11,71,18
201718,Academic year,National,E92000001,England, , ,Girls,Self confidence and self awareness,318270,23633,226166,68471,7,71,22
201718,Academic year,National,E92000001,England, , ,Boys,Self confidence and self awareness,334079,48609,234949,50521,15,70,15
201718,Academic year,National,E92000001,England,Ethnicity: major group,White,Total,Self confidence and self awareness,473998,47021,336983,89994,10,71,19
201718,Academic year,National,E92000001,England,Ethnicity: major group,White,Girls,Self confidence and self awareness,230864,15288,164069,51507,7,71,22
201718,Academic year,National,E92000001,England,Ethnicity: major group,White,Boys,Self confidence and self awareness,243134,31733,172914,38487,13,71,16
201718,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Total,Self confidence and self awareness,41621,4405,29241,7975,11,70,19
201718,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Girls,Self confidence and self awareness,20224,1331,14298,4595,7,71,23
201718,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Boys,Self confidence and self awareness,21397,3074,14943,3380,14,70,16
201718,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Total,Self confidence and self awareness,69154,10148,48658,10348,15,70,15
201718,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Girls,Self confidence and self awareness,33995,3381,24610,6004,10,72,18
201718,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Boys,Self confidence and self awareness,35159,6767,24048,4344,19,68,12
201718,Academic year,National,E92000001,England,Ethnicity: major group,Black,Total,Self confidence and self awareness,32342,4561,22656,5125,14,70,16
201718,Academic year,National,E92000001,England,Ethnicity: major group,Black,Girls,Self confidence and self awareness,15955,1417,11418,3120,9,72,20
201718,Academic year,National,E92000001,England,Ethnicity: major group,Black,Boys,Self confidence and self awareness,16387,3144,11238,2005,19,69,12
201718,Academic year,National,E92000001,England,Ethnicity: major group,Chinese,Total,Self confidence and self awareness,3278,381,2332,565,12,71,17
201718,Academic year,National,E92000001,England,Ethnicity: major group,Chinese,Girls,Self confidence and self awareness,1595,130,1131,334,8,71,21
201718,Academic year,National,E92000001,England,Ethnicity: major group,Chinese,Boys,Self confidence and self awareness,1683,251,1201,231,15,71,14
201718,Academic year,National,E92000001,England,Ethnicity: major group,Other,Total,Self confidence and self awareness,12037,2085,8428,1524,17,70,13
201718,Academic year,National,E92000001,England,Ethnicity: major group,Other,Girls,Self confidence and self awareness,5844,661,4277,906,11,73,16
201718,Academic year,National,E92000001,England,Ethnicity: major group,Other,Boys,Self confidence and self awareness,6193,1424,4151,618,23,67,10
201718,Academic year,National,E92000001,England,Ethnicity: major group,unclassified,Total,Self confidence and self awareness,19919,3641,12817,3461,18,64,17
201718,Academic year,National,E92000001,England,Ethnicity: major group,unclassified,Girls,Self confidence and self awareness,9793,1425,6363,2005,15,65,20
201718,Academic year,National,E92000001,England,Ethnicity: major group,unclassified,Boys,Self confidence and self awareness,10126,2216,6454,1456,22,64,14
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White British,Total,Self confidence and self awareness,424179,39208,301701,83270,9,71,20
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White British,Girls,Self confidence and self awareness,206718,12567,146539,47612,6,71,23
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White British,Boys,Self confidence and self awareness,217461,26641,155162,35658,12,71,16
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Irish,Total,Self confidence and self awareness,1598,121,1097,380,8,69,24
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Irish,Girls,Self confidence and self awareness,791,44,534,213,6,68,27
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Irish,Boys,Self confidence and self awareness,807,77,563,167,10,70,21
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Traveller of Irish heritage,Total,Self confidence and self awareness,591,150,390,51,25,66,9
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Traveller of Irish heritage,Girls,Self confidence and self awareness,279,52,195,32,19,70,11
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Traveller of Irish heritage,Boys,Self confidence and self awareness,312,98,195,19,31,63,6
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Gypsy Romany,Total,Self confidence and self awareness,2024,559,1336,129,28,66,6
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Gypsy Romany,Girls,Self confidence and self awareness,957,220,654,83,23,68,9
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Gypsy Romany,Boys,Self confidence and self awareness,1067,339,682,46,32,64,4
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other white background,Total,Self confidence and self awareness,45606,6983,32459,6164,15,71,14
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other white background,Girls,Self confidence and self awareness,22119,2405,16147,3567,11,73,16
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other white background,Boys,Self confidence and self awareness,23487,4578,16312,2597,19,69,11
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and black Caribbean,Total,Self confidence and self awareness,9973,1052,7230,1691,11,72,17
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and black Caribbean,Girls,Self confidence and self awareness,4840,322,3522,996,7,73,21
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and black Caribbean,Boys,Self confidence and self awareness,5133,730,3708,695,14,72,14
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and black African,Total,Self confidence and self awareness,5683,629,4020,1034,11,71,18
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and black African,Girls,Self confidence and self awareness,2751,188,1959,604,7,71,22
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and black African,Boys,Self confidence and self awareness,2932,441,2061,430,15,70,15
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and Asian,Total,Self confidence and self awareness,10288,996,7139,2153,10,69,21
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and Asian,Girls,Self confidence and self awareness,5000,289,3495,1216,6,70,24
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and Asian,Boys,Self confidence and self awareness,5288,707,3644,937,13,69,18
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Total,Self confidence and self awareness,15677,1728,10852,3097,11,69,20
